fcgkj f'k{kk ifj;kstuk] ck¡dk,,,,
fnukad 31-08-2026 rd Inspire Award ds rgr Nk=@Nk=kvksa dk Nominaton ugha djus okys fo|ky;ksa dh lwph,,,,
S.No,AppCode,Udisecode,SchoolName,Block
407,APP51016988092,10232800702,U.M.S. Tilakpur,Belhar
408,APP51016909559,10232804601,U.M.S. Tilwariya,Belhar
409,APP510161341848,10232807702,UCHCH MADHYAMIK VIDYALAY DHOURI,Belhar
410,APP51016983805,10232821902,Uhs Hathiya Darha,Belhar
411,APP510161030379,10232814801,Ums Chhagarchhara,Belhar
412,APP51016585367,10232824401,Ums Chirouta,Belhar
413,APP510161351004,10232817502,UMS DAMJOR,Belhar
414,APP510161030371,10232822301,UMS DHANJORBA,Belhar
415,APP510161344908,10232807701,Ums Dubba,Belhar
416,APP510161340034,10232800501,Ums Dumariya,Belhar
417,APP510161028914,10232806601,UMS KAITHATIKAR,Belhar
418,APP510161030733,10232824301,Ums Khasiya,Belhar
419,APP51016995073,10232408201,Ums Kurma Dharampur,Belhar
420,APP510161030396,10232829302,Ums Nimatar,Belhar
421,APP51016582861,10232817701,Ums Pasia,Belhar
422,APP510161348785,10232821102,Ums Raghunathpur,Belhar
423,APP51016982766,10232802802,Ums Ramnagar (West),Belhar
424,APP51016981753,10232817503,Ums Trouna,Belhar
425,APP51016585607,10230807404,Ums Ulhi,Belhar
426,APP51016213306,10232818402,Upgraded High School Nagel,Belhar
427,APP510161039643,10232809101,Utkramit Madhyamik School Charaiya,Belhar
428,APP510161189220,10232804306,UTTKRAMIT UCHCHA MADHYAMIK VIDHYALAYA TARAIYA,Belhar
429,APP510161390932,10230804807,DEVSTHALI VIDYAPEETH SUIYA,Chanan
430,APP51016989529,10230800213,Girl. M.S. Chandan,Chanan
431,APP510161309277,10230822104,GYAN JYOTI VIDYA VIHAR,Chanan
432,APP510161031993,10230809804,M S Bhelwa,Chanan
433,APP51016216408,10230800209,M.M.K.G. High School Chandan,Chanan
434,APP51016986612,10230802303,M.S. Bank,Chanan
435,APP51016988201,10230809201,M.S. Bhanra,Chanan
436,APP510161039712,10230828702,M.S. NONIYA,Chanan
437,APP51016984128,10230804805,M.S. SUIYA,Chanan
438,APP510161310195,10230812001,M.S.SILJORI,Chanan
439,APP51016173398,10230827702,PROJECT GIRLS HIGH SCHOOL BHAIROGANJ,Chanan
440,APP51016200333,10230804806,S.S.B.S.M.G Hs Suiya Ghuthiya,Chanan
441,APP510161396549,10230802402,ST. ALPHONSA SCHOOL JHINGAJHAL,Chanan
442,APP510161083620,10230806403,U M S Chihutjor,Chanan
443,APP510161045797,10230820801,U M S Dhanoukshi,Chanan
444,APP510161029667,10230802601,U M S Govindpur,Chanan
445,APP51016929780,10232803002,U M S Letwa,Chanan
446,APP510161075433,10230800302,U M S Piluwa,Chanan
447,APP510161312014,10230801902,U M S SATBHAIYA,Chanan
448,APP510161339764,10230803403,U U M V Uttari Warney,Chanan
449,APP510161341887,10230833203,U.H.S BODA SUIYA,Chanan
450,APP510161347753,10230834303,U.H.S Fulhara,Chanan
451,APP510161255499,10230810206,U.H.S SILJORI CHANDAN BANKA,Chanan
452,APP510161347039,10230823003,U.H.S. ASUDA MUKUNDA,Chanan
453,APP510161340421,10230809401,U.H.S. BANK CHANDAN,Chanan
454,APP510161290170,10230802102,U.H.S. Kusumjori,Chanan
455,APP510161318455,10230809601,U.H.S.BHORA BAZAR,Chanan
456,APP51016988552,10230802101,U.H.S.Kusumjori,Chanan
457,APP510161289500,10230822102,U.M.S Bandri,Chanan
458,APP510161031396,10230813202,U.M.S Beharbari,Chanan
459,APP510161031690,10230820601,U.M.S Beharbari,Chanan
460,APP510161032032,10230808801,U.M.S Bhadariya,Chanan
461,APP51016992470,10230826901,U.M.S Bishanpur,Chanan
462,APP510161030516,10230804501,U.M.S Boda,Chanan
463,APP510161030388,10230830101,U.M.S Chhabela,Chanan
464,APP51016995637,10230833402,U.M.S Goura,Chanan
465,APP510161026402,10230800216,U.M.S JANAKPUR CHANDAN,Chanan
466,APP510161033758,10230820101,U.M.S Jerua,Chanan
467,APP510161038996,10230806601,U.M.S Kauadah,Chanan
468,APP510161031901,10230804401,U.M.S Khijuriya,Chanan
469,APP510161076439,10230831702,U.M.S Lathane,Chanan
470,APP510161080190,10230825701,U.M.S Salaiya,Chanan
471,APP51016992162,10230831801,U.M.S. Antua,Chanan
472,APP51016981590,10230832701,U.M.S. Cheera,Chanan
473,APP510161345001,10230813101,U.M.S. DUMARIYA,Chanan
474,APP510161005278,10230800901,U.M.S. Gouripur,Chanan
475,APP510161006192,10230805803,U.M.S. Hathiyapathar,Chanan
476,APP51016987836,10230802701,U.M.S. Jhajha,Chanan
477,APP510161041006,10230817102,U.M.S. Jiropahari,Chanan
478,APP510161030399,10230829302,U.M.S. Jogmaran,Chanan
479,APP510161084441,10230816801,U.M.S. Kadwamaran,Chanan
480,APP510161039200,10230800101,U.M.S. Koriya Chandan,Chanan
481,APP510161043771,10230833401,U.M.S. LOHTANIYA,Chanan
482,APP51016990293,10230800220,U.M.S. NAWADIH S.C,Chanan
483,APP510161030397,10230810902,U.M.S. Salaibona,Chanan
484,APP510161151608,10230109402,U.M.S. SALAIYA,Chanan
485,APP51016990274,10230829701,U.M.S. Shekhpura Tanr,Chanan
486,APP510161067759,10230808701,U.M.S. Tahakwani,Chanan
487,APP510161034077,10230805804,U.M.S. Tonapathar,Chanan
488,APP510161000179,10230806302,U.M.S.Barguniya,Chanan
489,APP510161030547,10230810701,U.M.S.Dudhikura,Chanan
490,APP510161349373,10230805101,Ucha madhyamik vidyalay katsakra,Chanan
491,APP510161340568,10230807405,UCHCHA MADHAYMIK VIDYALAY UTTARI KASWA BASILLA CHANDAN,Chanan
492,APP510161344687,10230800905,UCHCHA MADHAYMIK VIDYALAY GOURIPUR CHANDAN,Chanan
493,APP510161177850,10230833403,"UCHCHA MADHAYMIK VIDYALAY, DHANUWASAR",Chanan
494,APP510161344816,10230809810,UHS BHELWA,Chanan
495,APP510161340906,10230809101,UHS KENDUAR,Chanan
496,APP510161032708,10230806001,Ums Baghela,Chanan
497,APP510161030827,10230832601,Ums Bagra,Chanan
498,APP510161074932,10230820401,Ums Barmasiya,Chanan
499,APP510161039095,10230801001,Ums Biharo,Chanan
500,APP510161031644,10230809703,Ums Dubba,Chanan
501,APP510161041369,10230834302,UMS FULHARA,Chanan
502,APP510161040218,10230817201,UMS GAJJORAYDIH CHANDAN,Chanan
503,APP510161030464,10230822901,UMS GOURIAMBA,Chanan
504,APP510161040469,10230825601,Ums Guhjora,Chanan
505,APP510161032359,10230817301,Ums Hiraraidih,Chanan
506,APP510161032659,10230811601,Ums Jamuni,Chanan
507,APP510161032224,10230834102,Ums Jhiluwa,Chanan
508,APP510161041726,10230820002,Ums Laharniya,Chanan
509,APP510161038163,10230817801,Ums Padariya,Chanan
510,APP510161040308,10230829601,"Ums Paharpur,Bank",Chanan
511,APP510161035433,10230810203,Ums Pailwa,Chanan
512,APP510161030866,10230822401,Ums Pirra,Chanan
513,APP51016978848,10230806502,"UPGRADED MIDDLE SCHOOL,PIPRA",Chanan
514,APP510161030482,10230833202,Urdu P.M.V Suiya,Chanan
515,APP510161039246,10230815901,Utkarmit Madhyamic School Kenduar,Chanan
516,APP51016723465,10230823301,Utkramit M.S Asudha Mukunda,Chanan
517,APP510161006896,10230911002,Ams Rangram,Dhuraiya
518,APP510161042247,10230902102,Girl Ums Hirambi,Dhuraiya
519,APP510161032058,10230906304,Girls Uhs Tahirpur Kanya Urdu,Dhuraiya
520,APP510161122950,10230905102,Girls Ums Shripathar,Dhuraiya
521,APP51016372096,10230900807,High School Dhoriya,Dhuraiya
522,APP510161342691,10230907303,L.H.S.Kathbangaon Babura,Dhuraiya
523,APP51016980111,10230906606,M S KURMA,Dhuraiya
524,APP51016980686,10230903202,M S Ranyodha,Dhuraiya
525,APP510161040303,10230913302,M S Sadpur,Dhuraiya
526,APP510161082320,10230910902,M.S Bareri,Dhuraiya
527,APP51016982580,10230903305,M.S Jotha,Dhuraiya
528,APP510161040284,10230909509,M.S PAIR,Dhuraiya
529,APP510161003800,10230906503,M.S. Assi Makaita,Dhuraiya
530,APP51016983651,10230901907,M.S. Batsar,Dhuraiya
531,APP51016986856,10230906405,M.S. Dhankund,Dhuraiya
532,APP51016980476,10230900810,M.S. Dhoraiya,Dhuraiya
533,APP51016989029,10230909602,M.S. Jagatpur,Dhuraiya
534,APP510161013463,10230913107,M.S. Patwa Sripathar,Dhuraiya
535,APP51016979941,10230913002,M.S. Rampur Bhagwanpur,Dhuraiya
536,APP510161041915,10230901207,Middle School Laxmikitta,Dhuraiya
537,APP510161088132,10230913204,MMS CHALNA,Dhuraiya
538,APP510161296785,10230910806,MS CHALNA,Dhuraiya
539,APP510161030439,10230903403,Ms Ranka,Dhuraiya
540,APP510161355559,10230910305,New Bright Future Academy,Dhuraiya
541,APP510161351498,10234100157,Nuhs Bhatuachak,Dhuraiya
542,APP51016178258,10230903304,Rajat Jayanti Hs Jotha,Dhuraiya
543,APP510161338588,10230903503,Rms Sainchak,Dhuraiya
544,APP51016317702,10230913106,Slgpa High School Patwa Sripathar,Dhuraiya
545,APP510161333723,10230903306,SRI RAM MISSION,Dhuraiya
546,APP510161365833,10230910304,THE HORIZON SCHOOL,Dhuraiya
547,APP51016915434,10230910302,Tribhuwan Academy Lahoriya-Pair,Dhuraiya
548,APP510161042011,10230906902,U M S Gonarchak,Dhuraiya
549,APP510161030506,10230908707,U H S Jakha,Dhuraiya
550,APP510161344826,10230906608,U H S KURMA DHORAIYA,Dhuraiya
551,APP510161040819,10230907005,U M S Mohanpur,Dhuraiya
552,APP510161094490,10230912204,U.G.M.S Bhelay,Dhuraiya
553,APP510161039014,10230914302,U.H.S Amjoura,Dhuraiya
554,APP510161345067,10230911003,U.H.S. MATHURAPUR DHORAIYA,Dhuraiya
555,APP510161340674,10230906607,U.H.S. TAHIRPUR DHORAIYA,Dhuraiya
556,APP51016987261,10230906103,U.H.S.Bhatuachak,Dhuraiya
557,APP510161003314,10230908005,U.M.S Dharahara,Dhuraiya
558,APP51016994959,10230908104,U.M.S Ahiro (Hindi),Dhuraiya
559,APP510161043523,10230907004,U.M.S Babura Urdu,Dhuraiya
560,APP510161045598,10230909003,U.M.S Bhagalpura,Dhuraiya
561,APP510161041621,10230905702,U.M.S Birbalpur,Dhuraiya
562,APP510161040273,10230905602,U.M.S Guruduwar Fulwariya,Dhuraiya
563,APP510161029320,10230903102,U.M.S Kathara,Dhuraiya
564,APP510161040789,10230907305,U.M.S Kathbangaon,Dhuraiya
565,APP51016993322,10230901502,U.M.S Khaira,Dhuraiya
566,APP510161078451,10230901704,U.M.S Lougany,Dhuraiya
567,APP510161024639,10230903002,U.M.S Parsa Baniyachak,Dhuraiya
568,APP510161040998,10230912302,U.M.S Pashana,Dhuraiya
569,APP510161039960,10230908803,U.M.S SHASAN,Dhuraiya
570,APP510161008594,10230901802,U.M.S. Baijnathpur,Dhuraiya
571,APP510161013446,10230908705,U.M.S. Beli,Dhuraiya
572,APP51016991338,10230910602,U.M.S. Gachiya,Dhuraiya
573,APP510161042320,10230902002,U.M.S. Gajichak,Dhuraiya
574,APP510161011240,10230920602,U.M.S. Harirampur,Dhuraiya
575,APP510161100954,10230909903,U.M.S. Jagankitta,Dhuraiya
576,APP51016731277,10230904902,U.M.S. Jonki,Dhuraiya
577,APP510161011405,10230908006,U.M.S. Kushmaha,Dhuraiya
578,APP51016789525,10230910207,U.M.S. KUSHMI,Dhuraiya
579,APP51016983866,10230902708,U.M.S. Mahila Balak,Dhuraiya
580,APP51016476191,10230911402,U.M.S. Makesar,Dhuraiya
581,APP510161000306,10230908007,U.M.S. Motanga,Dhuraiya
582,APP510161000309,10230903803,U.M.S. Raghunikitta,Dhuraiya
583,APP510161097956,10230908403,U.M.S. Ramkol,Dhuraiya
584,APP510161010166,10230907402,U.M.S. Sijhatbadi,Dhuraiya
585,APP510161027671,10230901205,U.U.M.S Jaipur,Dhuraiya
586,APP510161340690,10230908008,UCHCHA MADHAYMIK VIDYALAY RANGAUN DHORAIYA,Dhuraiya
587,APP510161341627,10230903504,Uchcha Madhyamik Vidyalay Sainchak,Dhuraiya
588,APP510161279312,10230908109,UHS AHIRO,Dhuraiya
589,APP510161343780,10230906504,Uhs Assimakaita Dhoraiya Banka,Dhuraiya
590,APP510161340398,10230913205,Uhs Chalna,Dhuraiya
591,APP51016987347,10230910804,Uhs Chandadih,Dhuraiya
592,APP510161340302,10230916301,UHS JAKHA,Dhuraiya
593,APP510161009929,10230909904,Ums Aoura,Dhuraiya
594,APP51016980170,10230905002,Ums Bhallu,Dhuraiya
595,APP51016723237,10230904101,Ums Birniya Santhal,Dhuraiya
596,APP510161042586,10230902707,Ums Bishanpur,Dhuraiya
597,APP510161090591,10230908704,Ums Chandpur,Dhuraiya
598,APP510161028293,10230902302,Ums Devdar,Dhuraiya
599,APP510161039849,10230911303,Ums Gangti,Dhuraiya
600,APP510161042485,10230909102,UMS GHUTHIYA,Dhuraiya
601,APP510161028063,10230900904,UMS KADMA URDU DHORAIYA,Dhuraiya
602,APP510161104587,10230903604,Ums Kathouni,Dhuraiya
603,APP510161040884,10230911803,Ums Kumardih,Dhuraiya
604,APP510161044607,10230907304,UMS LALSHAHI BHOGONDHA,Dhuraiya
605,APP510161039758,10230907902,Ums Manikpur,Dhuraiya
606,APP510161084083,10230900602,Ums Nandgola,Dhuraiya
607,APP510161075961,10230911504,UMS PIPRA URDU,Dhuraiya
608,APP510161044561,10230902903,UMS RANGOAN BUJURG,Dhuraiya
609,APP510161078895,10230909302,Ums Rifayatpur,Dhuraiya
610,APP510161080297,10230909510,UMS SC TOLA PAIR,Dhuraiya
611,APP51016982460,10230904101,Ums Virniya Santhal,Dhuraiya
612,APP510161143846,10230912203,Ums Yogdiha,Dhuraiya
613,APP510161026891,10230911001,Upgraded Madhyamik School Mathurapur,Dhuraiya
614,APP510161024764,10230900803,Urdu M.S Maheshpur,Dhuraiya
615,APP510161030042,10230905303,Urdu Ms Hasai,Dhuraiya
616,APP510161106569,10230912002,URDU UMS DHOPSANDA,Dhuraiya
617,APP510161125144,10230908301,Urdu Ums Singarpur Kanya,Dhuraiya
618,APP510161013571,10230904202,Urdu. U.M.S. Parihar,Dhuraiya
619,APP510161024739,10230900301,Utkarmit Madhyamik High School Sagunia Urdu,Dhuraiya
620,APP510161339798,10230904204,"Utkramit Uchcha Madhyamik Vidyalaya, Jaypur",Dhuraiya
621,APP510161338913,10230900304,UTKTAMIT UCHCH MADHYAMIK VIDYALAY SAGUNIYA URDU,Dhuraiya
622,APP51016908845,10230102105,+2 HIGH SCHOOL KATORIYA,Katoria
623,APP510161366137,10230102115,Aditya Academy,Katoria
624,APP510161032048,10230102110,G.M.S. Katoriya,Katoria
625,APP51016159444,10230105703,High School Abhyuday Nagar,Katoria
626,APP510161383996,10230101302,Holi Faimaly M.S. Charachapar,Katoria
627,APP510161384110,10230110308,IDEAL HOLY MISSION RESIDENTIAL SCHOOL KATHON,Katoria
628,APP510161029746,10230103803,M.S. Bhorsar,Katoria
629,APP510161033368,10230108605,M.S. Darwepatti,Katoria
630,APP510161305275,10230102303,M.S. Inarawaran,Katoria
631,APP51016981975,10230105604,M.S. Jamdaha,Katoria
632,APP510161344996,10230102401,M.S. KUMHARA TARI,Katoria
633,APP510161013324,10230105704,M.S. Merha,Katoria
634,APP510161339296,10230105804,M.S. Mochanma,Katoria
635,APP510161116657,10230105406,M.S. Mothabari,Katoria
636,APP510161101718,10230102504,M.S. RADHANAGAR,Katoria
637,APP510161042239,10230107205,M.S.Lilawaran,Katoria
638,APP510161122686,10230138302,N.P.S. Kursidol,Katoria
639,APP510161043557,10230118402,N.P.S.Kanimoh Kurmatarh,Katoria
640,APP510161377786,10230102113,Pratibha Bhaskar Vidyalaya Mukti Niketan Katoria,Katoria
641,APP510161040946,10230107102,Pro Middle School Malbathan,Katoria
642,APP51016178517,10230102106,PROJECT GIRLS HIGH SCHOOL KATORIYA,Katoria
643,APP510161119829,10230108306,Pronnat Madhya Vidyalayaha Supaha,Katoria
644,APP510161043315,10230105903,R. Santal M.S. Dolbhanga,Katoria
645,APP51016987712,10230102109,R.A.M.S. Katoriya,Katoria
646,APP510161030273,10230108509,R.B.S. KARJHONSA,Katoria
647,APP510161030776,10230104412,R.B.V. JAIPUR,Katoria
648,APP510161120454,10230101303,U M S Gharchappa,Katoria
649,APP510161084634,10230101203,U M S Narayanpur,Katoria
650,APP510161131324,10230100904,U M S Shekhabandh,Katoria
651,APP510161341572,10230135603,U. H. S. Dhebarmoh,Katoria
652,APP510161118336,10230104303,U. M. S. Bakuwamor,Katoria
653,APP510161133837,10230104407,U.G.P.S. Jaipur,Katoria
654,APP51016468082,10230101802,U.H.S. Budhava Bathan,Katoria
655,APP510161372857,10230101804,U.H.S. BUDHAVAA BATHAN KATORIYA,Katoria
656,APP51016916917,10230119203,U.H.S. Chhatakurum,Katoria
657,APP510161290133,10230109206,U.H.S. HARHAR,Katoria
658,APP510161341924,10230100804,U.H.S. KERWAR,Katoria
659,APP510161091994,10230105803,U.H.S. Mochanma,Katoria
660,APP51016984224,10230135602,U.H.S.Dhebarmoh,Katoria
661,APP510161117852,10230104409,U.M..S.Hindi Kanya Jaipur,Katoria
662,APP510161105143,10230106703,U.M.S Bahadiya,Katoria
663,APP510161120940,10230107301,U.M.S BANGALGARH,Katoria
664,APP510161110305,10230103702,U.M.S Bhelwa,Katoria
665,APP510161015987,10230105602,U.M.S Goddajor,Katoria
666,APP51016468077,10230107206,U.M.S Indraleela,Katoria
667,APP510161043431,10230102702,U.M.S KADHAR,Katoria
668,APP51016468073,10230105104,U.M.S Karipahari,Katoria
669,APP510161158078,10230107404,U.M.S Kathara,Katoria
670,APP510161071432,10230100603,U.M.S Kurumtarh,Katoria
671,APP510161347215,10230104102,U.M.S Nowadih,Katoria
672,APP510161364152,10230108102,U.M.S PARMAN,Katoria
673,APP510161031978,10230106305,U.M.S. Asanghatta,Katoria
674,APP510161043246,10230101002,U.M.S. ASNAHA,Katoria
675,APP510161043240,10230109602,U.M.S. Auravaran,Katoria
676,APP510161114048,10230101602,U.M.S. BALIYAS,Katoria
677,APP510161140328,10230109001,U.M.S. BANIYANKURA,Katoria
678,APP510161120665,10230110101,U.M.S. BARWANSI,Katoria
679,APP510161341785,10230110105,U.M.S. Barwansi,Katoria
680,APP510161119450,10230101902,U.M.S. Chananthara,Katoria
681,APP510161030756,10230108703,U.M.S. Devasi,Katoria
682,APP51016870269,10230106202,U.M.S. Dhan Varan,Katoria
683,APP510161105808,10230101403,U.M.S. Dolampur,Katoria
684,APP510161113517,10230105407,U.M.S. Ghumni Urdu,Katoria
685,APP51016467794,10230106102,U.M.S. Gorha,Katoria
686,APP510161037569,10230100201,U.M.S. Heth Telangava,Katoria
687,APP510161118429,10230112502,U.M.S. Jhilsi,Katoria
688,APP510161026858,10230103804,U.M.S. Kagisar,Katoria
689,APP510161157056,10230110306,U.M.S. Kathon,Katoria
690,APP510161346616,10230100803,U.M.S. Kervar,Katoria
691,APP510161098236,10230105302,U.M.S. Kherkhuti,Katoria
692,APP510161119343,10230103202,U.M.S. Kolhasar,Katoria
693,APP510161122967,10230107802,U.M.S. Laxmipur,Katoria
694,APP510161348727,10230105002,U.M.S. Malandih,Katoria
695,APP510161107926,10230110202,U.M.S. Mochanavaran,Katoria
696,APP510161105914,10230101703,U.M.S. Nadipar,Katoria
697,APP510161158017,10230136902,U.M.S. Nakti,Katoria
698,APP510161110283,10230109902,U.M.S. Papreva Kala,Katoria
699,APP510161083058,10230106502,U.M.S. Phulwariya,Katoria
700,APP510161041971,10230108202,U.M.S. Rajvara,Katoria
701,APP51016467829,10230106802,U.M.S. Rikhiyarajdah,Katoria
702,APP510161118395,10230100702,U.M.S. Sahdeva Navadih-1,Katoria
703,APP510161359648,10230106307,U.M.S. Sathiyari Ii,Katoria
704,APP510161056999,10230104603,"U.M.S. Sejuwa, Katoriya, Banka",Katoria
705,APP510161028326,10230104502,U.M.S. Siktiya Urdu,Katoria
706,APP510161346545,10230104907,U.M.S. Uparchak Madhiya (Mariha),Katoria
707,APP510161167574,10230107505,U.M.S.. Ghutiya Katoriya,Katoria
708,APP510161111215,10230109005,U.M.S.. HARHAR,Katoria
709,APP510161030477,10230109702,U.M.S.. Kalothar,Katoria
710,APP510161040423,10230115902,U.M.S.. Nilkunj,Katoria
711,APP510161105026,10230110401,U.M.S.Budhighat,Katoria
712,APP510161030565,10230108902,U.M.S.Hadgarh,Katoria
713,APP510161038040,10230103002,U.M.S.Kanibel,Katoria
714,APP510161039691,10230110307,U.M.S.Prakhand Kaloni Katoria,Katoria
715,APP510161006094,10230102304,U.U.M.V Inarawaran,Katoria
716,APP510161371370,10230125502,UCCHATAR MADHYAMIK VIDYALAY JAMDAHA,Katoria
717,APP510161359780,10230110001,UCHATTAR MADHYAMIK VIDYALAYA LILAWARAN KATORIYA,Katoria
718,APP510161345391,10230120002,Uhs Bhorsar,Katoria
719,APP510161342360,10230113301,UHS CHHATAKURUM,Katoria
720,APP510161214605,10230102703,UHS KOLHASAR KATORIYA,Katoria
721,APP510161045331,10230106308,UHS MANIYA,Katoria
722,APP510161108115,10230104906,Uhs Uparchak Madhiya (Mariha),Katoria
723,APP510161040140,10230108002,Ums Basmatta,Katoria
724,APP510161027961,10230112602,Ums Dumariya,Katoria
725,APP510161027758,10230103105,Ums Jamua,Katoria
726,APP510161357473,10230105502,Urdu.M.S. Ghormara,Katoria
727,APP51016888008,10231103109,"AWASIYA MASHRAL ACADEMY,KHESAR",Phulidumar
728,APP51016190722,10231105002,High School Domo Kumarpur,Phulidumar
729,APP51016460521,10231103107,Karu Mandal R.A.M.S. Khesar,Phulidumar
730,APP510161346572,10231104901,M S DHANKURIYA,Phulidumar
731,APP51016460513,10231103106,M S Samta,Phulidumar
732,APP51016460507,10231115603,M.S PATHADDA,Phulidumar
733,APP51016457776,10231117301,M.S Teliya Laugain,Phulidumar
734,APP51016460678,10231102901,M.S. Bhitiya,Phulidumar
735,APP51016460509,10231106101,M.S. Dimai,Phulidumar
736,APP51016457577,10231107201,M.S. Keitha Lourhiya,Phulidumar
737,APP51016454092,10231100801,M.S. Kenduar,Phulidumar
738,APP51016457579,10231105101,M.S. Pathain,Phulidumar
739,APP51016457566,10231116701,M.S. Rajwara,Phulidumar
740,APP51016460534,10231103903,M.S. Rata,Phulidumar
741,APP510161341492,10231116301,Ms Kediya Inarawaran,Phulidumar
742,APP51016457772,10231105001,R.M.S. Domo Kumarpur,Phulidumar
743,APP51016453889,10231117101,R.M.S. Parawchak,Phulidumar
744,APP510161147756,10231117004,"Residential Marshal Academy,Saliya(Gora)",Phulidumar
745,APP510161365198,10231116201,Sant Vinova Academy,Phulidumar
746,APP51016460530,10231104902,Swarn Mukhi U.H.S Dhankuria,Phulidumar
747,APP510161341798,10231115401,U H S DHAWA KANYA,Phulidumar
748,APP51016454014,10231101101,U.H.S.Dhawa (Girl),Phulidumar
749,APP51016454015,10231119303,U.M..S. Bhera,Phulidumar
750,APP51016453887,10231101801,U.M..S. Dhavawaran,Phulidumar
751,APP51016453666,10231101501,U.M..S. Fulli Dumar,Phulidumar
752,APP51016460522,10231115901,U.M..S. Tengpaja,Phulidumar
753,APP51016457768,10231117001,U.M.S . Gora,Phulidumar
754,APP51016457587,10231100804,U.M.S JHAJA,Phulidumar
755,APP51016460519,10231103104,U.M.S Kadwara,Phulidumar
756,APP51016460539,10231104602,U.M.S Kadwararata,Phulidumar
757,APP510161032335,10231115705,U.M.S Katahara,Phulidumar
758,APP51016460525,10231104702,U.M.S Kharowa,Phulidumar
759,APP51016454038,10231111401,U.M.S Narktta,Phulidumar
760,APP51016457563,10231115704,U.M.S Pairgha,Phulidumar
761,APP51016457596,10231113502,U.M.S Ramchandarpur Naugain,Phulidumar
762,APP51016457573,10231107102,U.M.S Takkipur,Phulidumar
763,APP51016460673,10231102401,U.M.S. ANGRAJOR,Phulidumar
764,APP51016453683,10231103103,U.M.S. Bajartar,Phulidumar
765,APP51016457600,10231116401,U.M.S. Bangbariya,Phulidumar
766,APP51016453886,10231101701,U.M.S. Chaudar,Phulidumar
767,APP51016460533,10231103105,U.M.S. Dasua,Phulidumar
768,APP51016454006,10231102601,U.M.S. Ekchatti,Phulidumar
769,APP51016454003,10231102301,U.M.S. GERATIKAR,Phulidumar
770,APP51016453891,10231102501,U.M.S. Gobardaha,Phulidumar
771,APP51016457575,10231116501,U.M.S. Itahari,Phulidumar
772,APP51016457569,10231107205,U.M.S. Kaitha,Phulidumar
773,APP51016453670,10231100802,U.M.S. Kenduar (Girl),Phulidumar
774,APP51016460542,10231103702,U.M.S. Khagra,Phulidumar
775,APP51016457771,10231116601,U.M.S. Likhni Kojhi,Phulidumar
776,APP51016460536,10231104002,U.M.S. Maidan Vanvarsha,Phulidumar
777,APP51016454020,10231116801,U.M.S. Manjhli Kushaha,Phulidumar
778,APP51016457582,10231106501,U.M.S. Nagardih,Phulidumar
779,APP51016457568,10231117201,U.M.S. Olhani,Phulidumar
780,APP51016457774,10231106901,U.M.S. Raghuchak,Phulidumar
781,APP51016460674,10231118201,U.M.S. Sistadamgi,Phulidumar
782,APP51016457585,10231113401,U.M.S. Teliya Navtoliya,Phulidumar
783,APP51016460676,10231100806,U.M.S..Hajipur,Phulidumar
784,APP51016457778,10231115602,U.M.S.Manik Pathdda,Phulidumar
785,APP510161338382,10231107206,UCCHHA MADHYAMIK VIDYALAY KAITHA FULLIDUMAR,Phulidumar
786,APP510161339861,10231115605,Uhs PATHADDA,Phulidumar
787,APP510161036007,10231102201,Ums Nadhatari,Phulidumar
788,APP510161039861,10231116101,Ums Ghuthiyara,Phulidumar
789,APP51016454012,10231108601,Ums Malikbathan,Phulidumar
790,APP510161310764,10231100107,Upgraded High School,Phulidumar
791,APP510161266746,10231100808,"UTKRAMIT UCHCH MADHYAMIK SCHOOL KENDUAR, FULLIDUMAR",Phulidumar
792,APP510161339800,10230506203,+2 HIGH SCHOOL NAWADA BAZAR RAJOUN BANKA,Rajaun
793,APP51016463951,10230504503,Adarsh M.S. Dhouni,Rajaun
794,APP51016200987,10230503703,B.D.B.T.G Hs Darpa Damodarpur,Rajaun
795,APP51016464605,10230507901,Girl M.S. Orhara,Rajaun
796,APP51016464595,10230504502,GIRL M.S.MAHADA,Rajaun
797,APP51016464714,10230507601,Girl Middle School Mahgama,Rajaun
798,APP51016184569,10230500302,High School Uparma,Rajaun
799,APP51016303684,10230507202,"High School, Amhara-Kotwali",Rajaun
800,APP51016905335,10230507501,M S Navada,Rajaun
801,APP51016905302,10230517001,M.S Bamdeo Bazar,Rajaun
802,APP51016436865,10230500601,M.S. Asouta,Rajaun
803,APP51016464772,10230500901,M.S. Bhagwanpur,Rajaun
804,APP51016717429,10230504801,"M.S. Chainpur, Kishanpur",Rajaun
805,APP51016985645,10230507201,M.S. Harchandi,Rajaun
806,APP51016464769,10230500101,M.S. Kathchatar Lilatari,Rajaun
807,APP51016464632,10230500701,M.S. Navada Gopalpur,Rajaun
808,APP510161034157,10230500801,M.S. SINGHNAN,Rajaun
809,APP510161338756,10230508401,Middle School Morama,Rajaun
810,APP510161337752,10230502402,MODERN AVASIYA VIDYALAYA,Rajaun
811,APP510161039331,10230505902,Ms Kotwali,Rajaun
812,APP510161389286,10230508701,Ms Lashkari,Rajaun
813,APP510161214559,10230500208,NARAYANI DEVI SALARPURIYA SARSWATI VIDHA MANDIR PUNSIYA RAJOUN,Rajaun
814,APP510161347489,10230512302,NAV UTTKAMIT HIGH SCHOOL CHAKMUNIA,Rajaun
